Word	Tag
and	O
supraliminal	O
programming	O
to	O
create	O
that	O
mindset	O
and	O
tell	O
your	O
body	O
to	O
lose	O
weight	O
and	O
burn	O
fat	ENTITY
.	O
listen	O
as	O
often	O
as	O
you	O
want	O
until	O
you	O
see	O
the	O
results	O
you	O
need	O
.	O
check	O
out	O
our	O
new	O
homepage	O
this	O
video	O
contains	O
programmed	O
energy	O
that	O
directly	O
heats	O
the	O
surrounding	O
fat	ENTITY
tissue	ENTITY
in	O
your	O
belly	O
area	O
to	O
cause	O
it	O
to	O
reduce	O
and	O
burn	O
off	O
.	O
it	O
also	O
directly	O
stimulates	O
and	O
contracts	O
the	O
abdominal	ENTITY
muscles	ENTITY
.	O
included	O
as	O
well	O
are	O
subliminal	O
and	O
supraliminal	O
programming	O
to	O
create	O
that	O
mindset	O
and	O
tell	O
your	O
body	O
to	O
lose	O
weight	O
and	O
burn	O
fat	ENTITY
.	O
listen	O
as	O
often	O
as	O
you	O
want	O
until	O
you	O
see	O
the	O
results	O
you	O
need	O
.	O
findings	O
open	O
new	O
possibilities	O
for	O
research	O
and	O
testing	O
treatments	O
to	O
combat	O
obesity	ENTITY
boston	ENTITY
april	ENTITY
joslin	ENTITY
scientists	ENTITY
report	ENTITY
significant	ENTITY
findings	ENTITY
about	ENTITY
the	ENTITY
location	ENTITY
genetic	ENTITY
expression	ENTITY
and	ENTITY
function	ENTITY
of	ENTITY
human	ENTITY
brown	ENTITY
adipose	ENTITY
tissue	ENTITY
bat	O
and	O
the	O
generation	O
of	O
new	O
bat	ENTITY
cells	ENTITY
.	O
these	O
findings	O
which	O
appear	O
in	O
the	O
month	ENTITY
issue	ENTITY
of	O
nature	O
medicine	O
may	O
contribute	O
to	O
further	O
study	O
of	O
bat	O
role	O
in	O
human	ENTITY
metabolism	ENTITY
and	O
developing	O
treatments	O
that	O
use	O
bat	O
to	O
promote	O
weight	O
loss	O
.	O
continue	O
reading	O
www	O
joslin	O
.	O
dvance	O
new	O
understanding	O
of	O
brown	O
fat	ENTITY
and	ENTITY
grow	ENTITY
new	ENTITY
bat	ENTITY
cells	ENTITY
html	O
.	O
cnn	O
correspondent	O
cristina	O
alesci	O
was	O
diagnosed	O
with	O
type	O
diabetes	ENTITY
as	ENTITY
an	ENTITY
adult	ENTITY
.	O
how	O
is	O
she	O
coping	O
.	O
holly	O
firfer	O
finds	O
out	O
.	O
type	O
diabetes	ENTITY
also	ENTITY
know	ENTITY
as	ENTITY
adult	ENTITY
onset	ENTITY
diabetes	ENTITY
non	ENTITY
insulin	ENTITY
dependent	ENTITY
diabetes	ENTITY
and	O
niddm	ENTITY
involves	ENTITY
an	ENTITY
abnormality	ENTITY
with	ENTITY
insulin	ENTITY
resistance	ENTITY
not	O
lack	O
of	O
insulin	ENTITY
.	O
it	O
effects	O
mostly	O
adults	O
but	O
we	O
are	O
holly	O
it	O
in	O
children	O
as	O
well	O
due	O
to	O
obesity	ENTITY
.	O
first	O
off	O
lets	O
discuss	O
what	O
insulin	ENTITY
actually	ENTITY
does	ENTITY
.	O
insulin	ENTITY
is	ENTITY
released	ENTITY
by	ENTITY
the	ENTITY
pancreas	ENTITY
in	ENTITY
response	ENTITY
to	ENTITY
rise	ENTITY
in	ENTITY
blood	ENTITY
sugar	ENTITY
after	O
meal	O
.	O
the	O
sugar	O
without	O
insulin	ENTITY
would	ENTITY
be	ENTITY
trapped	ENTITY
in	ENTITY
the	ENTITY
bloodstream	ENTITY
and	ENTITY
not	ENTITY
be	ENTITY
able	ENTITY
to	ENTITY
reach	ENTITY
the	ENTITY
body	ENTITY
tissues	ENTITY
to	O
be	O
used	O
as	O
energy	O
.	O
think	O
of	O
insulin	ENTITY
as	ENTITY
picking	ENTITY
up	ENTITY
sugar	ENTITY
out	ENTITY
of	ENTITY
the	ENTITY
blood	ENTITY
and	ENTITY
putting	ENTITY
it	ENTITY
into	ENTITY
the	ENTITY
muscles	ENTITY
and	ENTITY
brain	ENTITY
to	ENTITY
be	ENTITY
burnt	ENTITY
for	ENTITY
energy	ENTITY
.	O
what	O
happens	O
in	O
type	O
diabetes	ENTITY
is	ENTITY
the	ENTITY
muscles	ENTITY
become	ENTITY
insulin	ENTITY
resistant	ENTITY
.	O
the	O
pancreas	ENTITY
sees	ENTITY
sugar	ENTITY
in	ENTITY
the	ENTITY
bloodstream	ENTITY
makes	ENTITY
an	ENTITY
insulin	ENTITY
and	ENTITY
the	ENTITY
insulin	ENTITY
picks	ENTITY
up	ENTITY
the	ENTITY
sugar	ENTITY
and	ENTITY
tries	ENTITY
to	ENTITY
put	ENTITY
it	ENTITY
into	ENTITY
the	ENTITY
muscle	ENTITY
but	ENTITY
the	ENTITY
muscle	ENTITY
is	ENTITY
resistant	ENTITY
it	ENTITY
wont	ENTITY
let	ENTITY
the	ENTITY
sugar	ENTITY
in	ENTITY
.	O
now	O
the	O
pancreas	ENTITY
in	ENTITY
order	ENTITY
to	ENTITY
keep	ENTITY
the	ENTITY
blood	ENTITY
sugar	ENTITY
normal	O
releases	O
second	O
insulin	ENTITY
and	ENTITY
the	ENTITY
insulins	ENTITY
are	ENTITY
able	ENTITY
to	ENTITY
overcome	ENTITY
the	ENTITY
resistance	ENTITY
of	ENTITY
the	ENTITY
muscle	ENTITY
.	O
over	O
time	O
and	O
with	O
weight	O
gain	O
the	O
muscles	ENTITY
become	ENTITY
more	ENTITY
resistant	ENTITY
and	ENTITY
insulins	ENTITY
are	ENTITY
made	ENTITY
to	ENTITY
do	ENTITY
the	ENTITY
job	ENTITY
then	ENTITY
and	ENTITY
so	ENTITY
on	ENTITY
.	O
the	O
pancreas	ENTITY
works	ENTITY
harder	ENTITY
and	ENTITY
harder	ENTITY
until	ENTITY
eventually	ENTITY
it	ENTITY
cannot	ENTITY
keep	ENTITY
up	ENTITY
and	ENTITY
the	ENTITY
sugar	ENTITY
begins	ENTITY
to	ENTITY
get	ENTITY
trapped	ENTITY
in	ENTITY
the	ENTITY
blood	ENTITY
and	ENTITY
only	ENTITY
then	ENTITY
does	ENTITY
the	ENTITY
blood	ENTITY
sugar	ENTITY
start	O
to	O
rise	O
above	O
normal	O
.	O
the	O
time	O
from	O
the	O
onset	O
of	O
insulin	ENTITY
resistance	ENTITY
to	O
the	O
point	O
where	O
the	O
system	O
is	O
completely	O
broken	O
and	O
diagnosis	O
of	O
diabetes	ENTITY
is	ENTITY
made	ENTITY
can	ENTITY
take	ENTITY
up	ENTITY
to	ENTITY
years	ENTITY
.	O
although	O
there	O
is	O
problem	O
one	O
is	O
not	O
officially	O
diagnosed	O
as	O
diabetic	O
until	O
their	O
fasting	O
sugar	O
is	O
above	O
their	O
hemoglobin	ENTITY
is	ENTITY
above	ENTITY
meaning	ENTITY
their	ENTITY
sugar	ENTITY
on	ENTITY
average	ENTITY
is	ENTITY
points	ENTITY
above	ENTITY
normal	ENTITY
or	ENTITY
random	ENTITY
or	ENTITY
hour	ENTITY
glucose	ENTITY
test	ENTITY
is	O
above	O
think	O
of	O
diabetes	ENTITY
as	ENTITY
year	ENTITY
walk	ENTITY
closer	ENTITY
and	ENTITY
closer	ENTITY
to	ENTITY
falling	ENTITY
off	ENTITY
cliff	ENTITY
.	O
the	O
day	O
you	O
are	O
told	O
you	O
are	O
diabetic	ENTITY
is	ENTITY
when	ENTITY
you	ENTITY
fell	ENTITY
off	ENTITY
the	ENTITY
cliff	ENTITY
.	O
the	O
day	O
before	O
you	O
were	O
teatering	O
at	O
the	O
edge	O
so	O
the	O
actual	O
diagnosis	O
has	O
been	O
years	O
in	O
the	O
making	O
.	O
the	O
good	O
news	O
is	O
that	O
with	O
diet	O
exercise	O
and	O
medications	O
you	O
can	O
actually	O
begin	O
to	O
walk	O
away	O
from	O
the	O
cliff	O
.	O
one	O
of	O
the	O
problems	O
with	O
insulin	ENTITY
reasistance	ENTITY
and	ENTITY
type	ENTITY
diabetes	ENTITY
is	ENTITY
that	ENTITY
you	ENTITY
have	ENTITY
high	ENTITY
insulin	ENTITY
levels	ENTITY
all	O
the	O
time	O
.	O
insulin	ENTITY
makes	ENTITY
you	ENTITY
hungry	ENTITY
and	ENTITY
it	ENTITY
promotes	ENTITY
fat	ENTITY
storage	ENTITY
.	O
when	O
you	O
drink	O
alcohol	O
your	O
body	O
inappropriately	O
releases	O
extra	O
insulin	ENTITY
.	O
this	O
is	O
what	O
call	O
the	O
white	O
castle	O
effect	O
.	O
after	O
night	O
of	O
drinking	O
and	O
lots	O
of	O
calories	O
injested	O
already	O
you	O
find	O
yourself	O
starving	O
at	O
am	O
and	O
looking	O
for	O
food	O
.	O
type	O
diabetic	ENTITY
literally	ENTITY
is	ENTITY
living	ENTITY
their	ENTITY
life	ENTITY
like	ENTITY
it	ENTITY
am	ENTITY
and	ENTITY
they	ENTITY
are	ENTITY
in	ENTITY
search	ENTITY
of	ENTITY
white	ENTITY
castle	ENTITY
.	O
ironically	O
the	O
more	O
diabetic	ENTITY
you	ENTITY
are	ENTITY
the	ENTITY
higher	ENTITY
your	ENTITY
insulin	ENTITY
levels	ENTITY
the	O
higher	O
your	O
insulin	ENTITY
the	ENTITY
hungrier	ENTITY
you	ENTITY
are	ENTITY
the	ENTITY
hungrier	ENTITY
you	ENTITY
are	ENTITY
the	ENTITY
more	ENTITY
you	ENTITY
eat	ENTITY
the	ENTITY
more	ENTITY
you	ENTITY
eat	ENTITY
the	ENTITY
higher	ENTITY
your	ENTITY
blood	ENTITY
sugar	ENTITY
the	O
higher	O
your	O
blood	ENTITY
sugar	ENTITY
the	O
more	O
insulin	ENTITY
you	ENTITY
produce	ENTITY
and	ENTITY
the	ENTITY
viscious	ENTITY
cycle	ENTITY
revolves	ENTITY
.	O
the	O
good	O
news	O
is	O
starting	O
medications	O
even	O
as	O
pre	ENTITY
diabetic	ENTITY
can	O
help	O
to	O
reverse	O
the	O
cycle	O
and	O
help	O
you	O
lose	O
weight	O
and	O
become	O
less	O
of	O
diabetic	ENTITY
.	O
you	O
can	O
walk	O
away	O
from	O
the	O
cliff	O
.	O
you	O
need	O
to	O
find	O
doctor	O
that	O
is	O
proactive	O
.	O
you	O
need	O
to	O
look	O
for	O
clues	O
that	O
indicate	O
you	O
are	O
heading	O
for	O
the	O
cliff	O
.	O
high	ENTITY
triglycerides	ENTITY
low	ENTITY
hdl	ENTITY
cholesterol	ENTITY
fasting	O
glucose	ENTITY
between	ENTITY
or	ENTITY
belly	ENTITY
greater	ENTITY
than	ENTITY
for	ENTITY
woman	ENTITY
or	ENTITY
for	ENTITY
man	ENTITY
can	ENTITY
all	ENTITY
be	ENTITY
indicators	ENTITY
of	ENTITY
pre	ENTITY
diabetes	ENTITY
.	O
you	O
can	O
ask	O
your	O
doctor	O
to	O
test	O
fasting	O
insulin	ENTITY
level	ENTITY
or	O
peptide	ENTITY
.	O
even	O
better	O
have	O
them	O
order	O
hour	O
glucose	ENTITY
tolerance	ENTITY
test	ENTITY
with	O
fasting	O
and	O
hour	O
insulin	ENTITY
level	ENTITY
.	O
turns	O
out	O
wilford	O
got	O
the	O
worst	O
possible	O
type	O
of	O
diabetes	ENTITY
known	ENTITY
well	ENTITY
at	ENTITY
least	ENTITY
not	ENTITY
as	ENTITY
bad	ENTITY
as	ENTITY
type	ENTITY
diabetes<MT/>	ENTITY
.	O
diabeetus	ENTITY
.	O
symptoms	O
of	O
type	O
diabetes	ENTITY
or	ENTITY
adult	ENTITY
onset	ENTITY
diabetes	ENTITY
insulin	ENTITY
dependent	ENTITY
diabetes	ENTITY
type	ENTITY
type	ENTITY
diabetes	ENTITY
treatment	ENTITY
insulin	ENTITY
dependent	ENTITY
type	ENTITY
diabetes	ENTITY
diabetes	ENTITY
drugs	ENTITY
non	O
insulin	ENTITY
dependent	ENTITY
diabetes	ENTITY
diabetes	ENTITY
medications	ENTITY
treatment	ENTITY
for	O
type	O
diabetes	ENTITY
diabetes	ENTITY
type	ENTITY
insulin	ENTITY
treatment	ENTITY
for	ENTITY
type	ENTITY
ii	ENTITY
diabetes	ENTITY
type	ENTITY
ii	ENTITY
diabetes	ENTITY
treatment	ENTITY
type	O
insulin	ENTITY
dependent	ENTITY
diabetes	ENTITY
mellitus	ENTITY
managing	O
type	O
diabetes	ENTITY
what	ENTITY
is	ENTITY
the	ENTITY
treatment	ENTITY
for	ENTITY
type	ENTITY
diabetes	ENTITY
how	ENTITY
is	ENTITY
type	ENTITY
diabetes	ENTITY
treated	ENTITY
treatment	ENTITY
for	ENTITY
type	ENTITY
diabetes	ENTITY
mellitus	ENTITY
treating	O
type	O
diabetes	ENTITY
history	ENTITY
of	ENTITY
type	ENTITY
diabetes	ENTITY
simple	ENTITY
explanation	ENTITY
of	ENTITY
type	ENTITY
diabetes	ENTITY
diabetes	ENTITY
type	ENTITY
treatment	ENTITY
insulin	ENTITY
levels	ENTITY
in	ENTITY
type	ENTITY
diabetes	ENTITY
how	ENTITY
to	ENTITY
manage	ENTITY
type	ENTITY
diabetes	ENTITY
type	ENTITY
two	ENTITY
diabetes	ENTITY
treatment	ENTITY
type	O
diabetes	ENTITY
insulin	ENTITY
dependent	O
how	O
type	O
diabetes	ENTITY
develops	ENTITY
diabetes	ENTITY
treatment	ENTITY
is	O
type	O
diabetes	ENTITY
insulin	ENTITY
dependent	ENTITY
type	ENTITY
diabetes	ENTITY
information	ENTITY
what	ENTITY
to	ENTITY
do	ENTITY
with	ENTITY
type	ENTITY
diabetes	ENTITY
insulin	ENTITY
diabetes	ENTITY
type	ENTITY
diabetes	ENTITY
treatment	ENTITY
type	O
diabetes	ENTITY
treatment	ENTITY
guidelines	O
define	O
diabetes	ENTITY
mellitus	ENTITY
type	ENTITY
have	O
type	O
diabetes	ENTITY
treatment	ENTITY
of	ENTITY
type	ENTITY
diabetes	ENTITY
causes	ENTITY
of	ENTITY
type	ENTITY
dia	ENTITY
etes	ENTITY
mellitus	ENTITY
type	ENTITY
diabetes	ENTITY
type	ENTITY
treatment	ENTITY
type	ENTITY
diabetes	ENTITY
summary	ENTITY
how	ENTITY
to	ENTITY
treat	ENTITY
type	ENTITY
diabetes	ENTITY
type	ENTITY
diabetes	ENTITY
mellitus	ENTITY
treatment	ENTITY
diabetes	O
medicine	O
information	O
on	O
type	O
diabetes	ENTITY
how	ENTITY
to	ENTITY
treat	ENTITY
diabetes	ENTITY
treating	ENTITY
diabetes	ENTITY
.	O
how	O
many	O
more	O
must	O
feed	O
the	O
insatiable	O
hunger	O
of	O
wilfred	O
brimley	O
before	O
science	O
gives	O
us	O
cure	O
.	O
the	O
second	O
largest	O
native	O
american	O
tribe	O
tohono	O
odham	O
tah	O
ha	O
nah	O
aw	O
dum	O
has	O
the	O
highest	O
rate	O
of	O
adult	ENTITY
onset	ENTITY
diabetes	ENTITY
in	O
the	O
world	O
.	O
many	O
of	O
the	O
tribe	O
members	O
live	O
on	O
reservation	O
in	O
the	O
desert	O
in	O
the	O
southwest	O
state	O
of	O
arizona	O
.	O
until	O
no	O
one	O
had	O
diabetes	ENTITY
because	ENTITY
people	ENTITY
ate	ENTITY
traditional	ENTITY
foods	ENTITY
that	ENTITY
helped	ENTITY
prevent	ENTITY
the	ENTITY
disease	ENTITY
.	O
but	O
with	O
the	O
introduction	O
of	O
foods	O
high	O
in	O
fat	ENTITY
and	ENTITY
calories	ENTITY
diabetes	ENTITY
became	ENTITY
widespread	ENTITY
including	ENTITY
in	ENTITY
children	ENTITY
.	O
now	O
the	O
odham	O
people	O
are	O
being	O
encouraged	O
to	O
go	O
back	O
to	O
eating	O
the	O
traditional	O
foods	O
and	O
cafe	O
on	O
the	O
reservation	O
is	O
making	O
those	O
foods	O
appealing	O
.	O
voas	O
deborah	O
block	O
has	O
the	O
story	O
.	O
latent	ENTITY
autoimmune	ENTITY
diabetes	ENTITY
of	ENTITY
adults	ENTITY
often	O
also	O
late	O
onset	O
autoimmune	O
diabetes	ENTITY
of	ENTITY
adulthood	ENTITY
or	ENTITY
aging	ENTITY
slow	ENTITY
onset	ENTITY
type	ENTITY
diabetes	ENTITY
or	ENTITY
diabetes	ENTITY
type	ENTITY
is	ENTITY
form	ENTITY
of	ENTITY
diabetes	ENTITY
mellitus	ENTITY
type	O
that	O
occurs	O
in	O
adults	O
often	O
with	O
slower	O
course	O
of	O
onset	O
.	O
adults	O
with	O
lada	O
may	O
initially	O
be	O
diagnosed	O
as	O
having	O
type	O
diabetes	ENTITY
based	ENTITY
on	ENTITY
their	ENTITY
age	ENTITY
particularly	ENTITY
if	ENTITY
they	ENTITY
have	ENTITY
risk	ENTITY
factors	ENTITY
for	ENTITY
type	ENTITY
diabetes	ENTITY
such	ENTITY
as	ENTITY
strong	ENTITY
family	ENTITY
history	ENTITY
or	ENTITY
obesity	ENTITY
.	O
the	O
diagnosis	O
is	O
based	O
on	O
the	O
finding	O
of	O
high	ENTITY
blood	ENTITY
sugar	ENTITY
together	O
with	O
the	O
clinical	O
impression	O
that	O
islet	ENTITY
failure	ENTITY
rather	ENTITY
than	ENTITY
insulin	ENTITY
resistance	ENTITY
is	O
the	O
main	O
cause	O
detection	ENTITY
of	ENTITY
low	ENTITY
peptide	ENTITY
and	O
raised	O
antibodies	ENTITY
against	ENTITY
the	ENTITY
islets	ENTITY
of	ENTITY
langerhans	ENTITY
support	ENTITY
the	ENTITY
diagnosis	ENTITY
.	O
it	O
can	O
only	O
be	O
treated	O
with	O
the	O
usual	O
oral	O
treatments	O
for	O
type	O
diabetes	ENTITY
for	ENTITY
certain	ENTITY
period	ENTITY
of	ENTITY
time	ENTITY
after	ENTITY
which	ENTITY
insulin	ENTITY
treatment	ENTITY
is	ENTITY
usually	ENTITY
necessary	ENTITY
as	ENTITY
well	ENTITY
as	ENTITY
long	ENTITY
term	ENTITY
monitoring	ENTITY
for	ENTITY
complications	ENTITY
.	O
the	O
concept	O
of	O
lada	O
was	O
first	O
introduced	O
in	O
this	O
video	O
is	O
targeted	O
to	O
blind	O
users	O
.	O
attribution	O
article	O
text	O
available	O
under	O
cc	O
by	O
sa	O
creative	O
commons	O
image	O
source	O
in	O
video	O
.	O
born	O
in	O
the	O
us	O
poet	O
laureate	O
donald	O
hall	O
has	O
published	O
essays	O
and	O
anthologies	O
of	O
both	O
poetry	O
and	O
prose	O
including	O
string	O
too	O
short	O
to	O
be	O
saved	O
recollections	O
of	O
summers	O
on	O
new	O
england	O
farm	O
and	O
ox	O
cart	O
man	O
children	O
book	O
which	O
won	O
the	O
caldecott	O
medal	O
.	O
listener	O
kendel	O
currier	O
transcript	O
well	O
we	O
came	O
here	O
and	O
we	O
published	O
books	O
in	O
the	O
same	O
year	O
her	O
first	O
book	O
of	O
poems	O
and	O
my	O
book	O
called	O
kicking	O
the	O
leaves	O
and	O
our	O
second	O
books	O
came	O
out	O
the	O
same	O
year	O
.	O
we	O
always	O
swore	O
we	O
wouldn	O
come	O
out	O
the	O
same	O
year	O
so	O
we	O
wouldn	O
be	O
reviewed	O
together	O
but	O
we	O
always	O
did	O
more	O
or	O
less	O
.	O
it	O
was	O
it	O
was	O
maybe	O
think	O
it	O
was	O
when	O
her	O
second	O
book	O
which	O
was	O
kind	O
of	O
breakthrough	O
the	O
boat	O
of	O
quiet	O
hours	O
came	O
out	O
at	O
the	O
same	O
time	O
as	O
book	O
of	O
mine	O
called	O
the	O
happy	O
man	O
.	O
and	O
the	O
happy	O
man	O
the	O
title	O
of	O
it	O
took	O
from	O
some	O
note	O
by	O
tolstoy	O
in	O
which	O
he	O
talked	O
about	O
the	O
happy	O
man	O
and	O
all	O
happiness	O
and	O
he	O
full	O
of	O
thoughts	O
of	O
suicide	O
and	O
it	O
book	O
with	O
lot	O
of	O
depressing	O
poems	O
in	O
but	O
not	O
entirely	O
.	O
when	O
told	O
jane	O
ve	O
found	O
title	O
ve	O
found	O
title	O
going	O
to	O
call	O
it	O
the	O
happy	O
man	O
.	O
typical	O
of	O
jane	O
she	O
said	O
it	O
sounds	O
too	O
depressed	O
.	O
and	O
but	O
anyway	O
did	O
call	O
it	O
the	O
happy	O
man	O
.	O
but	O
at	O
there	O
was	O
at	O
this	O
time	O
in	O
my	O
life	O
as	O
writer	O
there	O
was	O
sort	O
of	O
physical	O
and	O
psychological	O
element	O
than	O
the	O
writing	O
that	O
have	O
talked	O
about	O
in	O
print	O
and	O
that	O
is	O
that	O
when	O
was	O
about	O
something	O
like	O
that	O
became	O
an	O
adult	O
onset	O
diabetic	O
and	O
my	O
diabetes	ENTITY
is	ENTITY
still	ENTITY
with	ENTITY
me	ENTITY
and	ENTITY
it	ENTITY
very	ENTITY
much	ENTITY
under	ENTITY
control	ENTITY
and	ENTITY
so	ENTITY
on	ENTITY
but	ENTITY
it	ENTITY
had	ENTITY
the	ENTITY
effect	ENTITY
gradually	ENTITY
in	ENTITY
my	ENTITY
of	ENTITY
making	ENTITY
it	ENTITY
impossible	ENTITY
for	ENTITY
me	ENTITY
to	ENTITY
sustain	ENTITY
an	ENTITY
erection	ENTITY
.	O
and	O
this	O
was	O
depressing	O
it	O
was	O
depressing	O
for	O
both	O
of	O
us	O
of	O
course	O
and	O
my	O
poems	O
suddenly	O
turned	O
kind	O
of	O
old	O
and	O
resigned	O
and	O
it	O
was	O
not	O
was	O
not	O
in	O
any	O
deep	O
depression	O
but	O
it	O
was	O
difficult	O
for	O
both	O
of	O
us	O
and	O
my	O
poetry	O
became	O
sort	O
of	O
more	O
passive	O
or	O
old	O
and	O
so	O
on	O
.	O
and	O
think	O
some	O
of	O
the	O
poems	O
are	O
good	O
that	O
are	O
in	O
this	O
mode	O
but	O
finally	O
solved	O
the	O
problem	O
by	O
having	O
penile	ENTITY
implant	ENTITY
surgery	ENTITY
and	O
potency	O
came	O
back	O
.	O
was	O
always	O
always	O
orgasmic	ENTITY
but	ENTITY
just	ENTITY
couldn	ENTITY
have	ENTITY
an	ENTITY
erection	ENTITY
but	ENTITY
got	ENTITY
permanent	ENTITY
one	ENTITY
and	ENTITY
it	ENTITY
was	ENTITY
wonderful	ENTITY
and	ENTITY
jane	ENTITY
adored	ENTITY
it	ENTITY
and	ENTITY
said	ENTITY
kept	ENTITY
saying	ENTITY
perkins	ENTITY
what	ENTITY
you	ENTITY
did	ENTITY
for	ENTITY
me	ENTITY
and	ENTITY
would	ENTITY
point	ENTITY
out	ENTITY
it	ENTITY
wasn	ENTITY
just	ENTITY
for	ENTITY
her	ENTITY
but	ENTITY
at	ENTITY
that	ENTITY
same	ENTITY
time	ENTITY
my	ENTITY
poems	ENTITY
got	ENTITY
back	ENTITY
their	ENTITY
liveliness	ENTITY
and	ENTITY
energy	ENTITY
just	ENTITY
because	ENTITY
of	ENTITY
bit	ENTITY
of	ENTITY
surgery	ENTITY
but	ENTITY
it	ENTITY
very	ENTITY
noticeable	ENTITY
.	O
and	O
it	O
was	O
noticeable	O
in	O
what	O
lot	O
of	O
people	O
think	O
is	O
the	O
best	O
thing	O
ever	O
did	O
which	O
was	O
the	O
book	O
length	O
poem	O
.	O
to	O
your	O
health	O
body	O
and	O
spirit	O
reversing	O
type	O
diabetes	ENTITY
through	ENTITY
fasting	ENTITY
type	ENTITY
diabetes	ENTITY
sometimes	ENTITY
referred	ENTITY
to	ENTITY
as	ENTITY
adult	ENTITY
onset	ENTITY
diabetes	ENTITY
doesn	O
have	O
to	O
be	O
permanent	O
.	O
fasting	O
and	O
calorie	O
restriction	O
can	O
help	O
you	O
get	O
control	ENTITY
of	ENTITY
your	ENTITY
blood	ENTITY
sugar	ENTITY
lower	O
your	O
blood	ENTITY
pressure	ENTITY
and	O
even	O
help	O
reverse	O
type	O
diabetes	ENTITY
.	O
but	O
before	O
we	O
get	O
into	O
how	O
fasting	O
can	O
undo	O
the	O
damage	O
of	O
type	O
diabetes	ENTITY
we	ENTITY
first	ENTITY
need	ENTITY
to	ENTITY
understand	ENTITY
how	ENTITY
type	ENTITY
diabetes	ENTITY
affects	ENTITY
the	ENTITY
body	ENTITY
.	O
how	O
does	O
type	O
diabetes	ENTITY
develop	ENTITY
.	O
diabetes	ENTITY
develops	ENTITY
when	ENTITY
fat	ENTITY
accumulates	ENTITY
in	ENTITY
areas	ENTITY
of	ENTITY
the	ENTITY
body	ENTITY
that	ENTITY
shouldn	ENTITY
accumulate	ENTITY
fat	ENTITY
.	O
it	O
all	O
starts	O
with	O
an	O
abundance	O
of	O
fat	ENTITY
in	ENTITY
your	ENTITY
muscle	ENTITY
tissue	ENTITY
.	O
typically	O
this	O
is	O
caused	O
by	O
family	O
history	O
poor	O
diet	O
or	O
sedentary	O
lifestyle	O
.	O
this	O
fat	ENTITY
is	ENTITY
called	ENTITY
intramuscular	ENTITY
fat	ENTITY
.	O
it	O
like	O
the	O
marbling	O
on	O
steak	O
only	O
it	O
inside	O
your	O
muscles	ENTITY
and	ENTITY
it	ENTITY
causes	ENTITY
insulin	ENTITY
resistance	ENTITY
the	O
characteristic	O
that	O
distinguishes	O
type	O
diabetes	ENTITY
from	ENTITY
type	ENTITY
even	ENTITY
worse	ENTITY
intramuscular	ENTITY
fat	ENTITY
causes	ENTITY
muscles	ENTITY
to	ENTITY
produce	ENTITY
toxic	ENTITY
fat	ENTITY
metabolites	ENTITY
like	O
ceramide	ENTITY
and	ENTITY
diacylglycerol	ENTITY
dag	ENTITY
.	O
these	O
toxins	ENTITY
also	ENTITY
contribute	ENTITY
to	ENTITY
insulin	ENTITY
resistance	ENTITY
high	ENTITY
insulin	ENTITY
levelslead	ENTITY
to	O
fatty	ENTITY
liver	ENTITY
when	O
blood	ENTITY
sugar	ENTITY
is	O
high	O
the	O
pancreas	ENTITY
produces	ENTITY
insulin	ENTITY
to	ENTITY
lower	ENTITY
blood	ENTITY
sugar	ENTITY
.	O
however	O
insulin	ENTITY
resistance	ENTITY
causes	O
the	O
liver	ENTITY
to	ENTITY
stop	ENTITY
responding	ENTITY
to	ENTITY
insulin	ENTITY
.	O
in	O
fact	O
the	O
liver	ENTITY
keeps	ENTITY
producing	ENTITY
sugar	ENTITY
despite	ENTITY
high	ENTITY
level	ENTITY
of	ENTITY
sugar	ENTITY
in	O
the	O
blood	ENTITY
.	O
consuming	O
food	O
that	O
high	O
in	O
sugar	O
is	O
like	O
throwing	O
gas	O
on	O
the	O
fire	O
and	O
the	O
abundance	O
of	O
sugar	O
is	O
converted	O
to	O
fat	ENTITY
and	ENTITY
stored	ENTITY
in	ENTITY
the	ENTITY
liver	ENTITY
.	O
source	O
rw	O
ka	O
.	O
natural	O
remedies	O
for	O
diabetes	O
http	O
www	O
reverseanydiabetes	O
com	O
reverse	O
your	O
diabetes	ENTITY
today	ENTITY
reverse	ENTITY
your	ENTITY
diabetes	ENTITY
today	ENTITY
review	ENTITY
reverse	ENTITY
your	ENTITY
diabetes	ENTITY
today	ENTITY
download	ENTITY
reverse	ENTITY
your	ENTITY
diabetes	ENTITY
today	ENTITY
by	ENTITY
matt	ENTITY
traverso	ENTITY
reverse	ENTITY
your	ENTITY
diabetes	ENTITY
today	ENTITY
by	ENTITY
matt	ENTITY
traverso	ENTITY
review	ENTITY
reverse	ENTITY
your	ENTITY
diabetes	ENTITY
today	ENTITY
by	ENTITY
matt	ENTITY
traverso	ENTITY
download	ENTITY
reverse	ENTITY
diabetes	ENTITY
today	ENTITY
is	ENTITY
an	ENTITY
book	ENTITY
developed	ENTITY
by	ENTITY
natural	ENTITY
health	ENTITY
expert	ENTITY
public	ENTITY
speaker	ENTITY
and	ENTITY
author	ENTITY
matt	ENTITY
traverso	ENTITY
that	ENTITY
can	ENTITY
help	ENTITY
you	ENTITY
reverse	ENTITY
the	ENTITY
cause	ENTITY
of	ENTITY
diabetes	ENTITY
in	ENTITY
as	ENTITY
short	ENTITY
as	ENTITY
weeks	ENTITY
.	O
with	O
reverse	O
diabetes	ENTITY
today	ENTITY
