contentDuration_API,id,title,views,date_published,tags,likes,accreditationTag,description,channel.name,channel.url,channel.subscribers
PT5M12S,NQS8jdU1pbk,Acanthosis nigricans,347,2022-02-17,,19,0.0,Acanthosis nigricans is a skin condition seen in diabetics and patients with insulin resistance. This is also a feature of occult malignancies like cancer of the stomach and a rare condition called multiple endocrine neoplasia (MEN) syndrome type 2B. So acanthosis nigricans becomes an important sign and may be indicative of a serious underlying condition,Prof. Muhammad Imran,https://www.youtube.com/UCucN8roN7SmxEE5A-yidIWg,976 subscribers
PT4M38S,_77dEEq-IGg,Acanthosis nigricans,5095,2020-03-11,"acanthosis nigricans, treatment of acantosis nigricans, treatment of acanthosis nigricans, dark, velvety discoloration in body folds and creases, dark skin, dark neck, dark groin, dark arpmit, risk factors of neck darkness, causes of acantosis nicricans, complications of acanthosis nigricans, preparing for your appointment, what expect from your doctor, why become neck darkness, who have acanthosis nigricans, what is acanthosis nigricans",32,0.0,Acanthosis nigricansAcanthosis nigricans,medical cases,https://www.youtube.com/UCMGGqOiymF3Z6S-vL5Mkzhw,15 subscribers
PT1M11S,3X-yMBviWAk,Are Laser effective in Acanthosis nigrans patients? - Dr. Rajdeep Mysore,13633,2018-11-05,"Acanthosis, Acanthosis nigricans, metabolic disorder, acanthosis nigricans treatment, acanthosis nigricans laser treatment, acanthosis nigricans laser, acanthosis nigricans before and after",126,0.0,"Acanthosis nigricans is a metabolic disorders.  It is not just skin deep.  A metabolic disorder is when the systems  in your body which is controlling the weight  which are controlling  your  sugar  levels  which are  controlling your salt and electrolyte levels are in a disharmony.  So Acanthosis is just one of the manifestations of something  going internally  wrong in your  body. Therefore just treating Acanthosis nigricans  with a laser is itching the tip of the iceberg. Whereas  lasers  are  certainly  effective  in Acanthosis nigiricans, it  also  requires  metabolic  profile of the patient and also find  out  if they are risks of hypertension.World's Largest Video Heath Platform is now in HindiSubscribe to - https://www.youtube.com/channel/UCS1y5nTRddMYnozjN9iw0mA for HINDI videosGet to know your specialist personallyhttps://www.youtube.com/channel/UCkoWFmP6D0fZsfBbSJFyO-w",Doctors' Circle - World's Largest Health Platform,https://www.youtube.com/UCJY1JCVsIgVgN5ePERZ_Upg,1.43 million subscribers
PT2M22S,E2SkzWC4siU,"Acanthosis Nigricans NYC - (212) 644-6454 - New York, NY",48504,2013-09-18,"acanthosis nigricans nyc, new york",0,0.0,"http://www.acanthosisnigricansnyc.org  (212) 644-6454Acanthosis nigricans describes darkened, velvety patches of skin that develop in the folds of the body, such as the armpits, groin, and neck.It can affect anyone, but it is more common in people who are overweight, have diabetes, or in women taking birth control pills. It is more common in people of African descent.Your doctor may need to perform a skin biopsy or other tests to make the diagnosis and rule out other causes.Acanthosis Nigricans NYC Treatment Center in New York, NY is opened 7 days a week for treatment.  Dr. Rotheld has over 20 years of experience treating Acanthosis Nigricans with excellent results.",0,0,0
PT2M57S,qO30vMDLTL4,Tips in ayurveda for Acanthosis Nigricans - Dr. Mini Nair,41699,2019-05-06,"Acanthosis Nigricans, ayurveda for Acanthosis Nigricans, Acanthosis Nigricans treatment, how to, what is",686,0.0,"Acanthosis Nigricans is a kind of skin manifestation as thick  rough  skin patches  especially  when there are  a lot of folds behind the neck  and  underarms in   case  of  ladies under  the breast,  the groins,  even on the elbows  or  the knee  joints.  This is seen as hyperpigmeneted  and in some condition  it   even  it is associated  with itching. So this manifestation of skin can be because  of obsisity or seen in people  who are diabetic or  hormonal imbalance or  extreme cases of  malignancy. If you are looking for management of  this , you need to see the causative  factors. In diabetes, the blood sugar levels need to be maintained, in hormonal imbalance the hormone has to be maintained,  your  lifestyle activities in case of ladies  if they have gynaecological issues this  has to be manage before maintaining  the skin conditions. In people with obesity they are seen to have such conditions. Weight loss management has to be seen.   Detoxification is the primary thing then  it comes to  any chronic skin related issue. Ayurevda cleanses  the body  before you starts  such treatments. Various treatments and external applications can be used in such conditions, for example  karpura,  the camphor with coconut  oil, karpuradi  taila has to be  used . This has to be applied this is proved to be antibacterial, antifungal and antiviral too. This can be applied and scrubbed  with eladi podi  which is  another combination of powders this gives very good results. The hyperpigmentation comes down and   even the thickness of the skin reduces much better.  Neem  oil is  also beneficial for  this skin manifestations. These proved medications are tried at home .",Doctors' Circle - World's Largest Health Platform,https://www.youtube.com/UCJY1JCVsIgVgN5ePERZ_Upg,1.43 million subscribers
PT3M24S,x2wXOLHojrU,Acanthosis Nigricans,4792,2014-09-18,"Medical, skin, dermatology, acanthosis nigricans, darkening, discoloration, doctors, treatment, medication, doctors on tv, untv",47,0.0,"Acanthosis Nigricans is the darkening or discoloration of skin in body folds.Doctors on TV at UNTV Channel 37Every Sunday, 7:00 to 8:00 a.m.Aired September 14, 2014 Doctors on TV follows a real-life medical cases from diagnosis and treatment featured and discuss by guest medical experts.  More details: http://www.untvweb.com/program/doctors-on-tv/You can watch via livestreaming: http://www.untvweb.com/live-stream/",UNTV News and Rescue,https://www.youtube.com/UC3XaG-7UVi2vD8ZZEMNnnpw,2.19 million subscribers
PT4M21S,kzimFznM_XU,"Acanthosis Nigricans in  Kids | Acanthosis Nigricans क्या है?  | काली गर्दन का कारण, लक्षण ,  इलाज",243,2022-02-01,"INTRODUCTION to endocare for kids, CHILD CARE, HORMONES, GROWTH ISSUE, DIABETES, TYROID CARE, PUBERTY, thyroid, doctor, pediatric, endocare for kids, endocare, kids",9,0.0,"We deal with following conditions in children from 0 to 18 years of age:Type 1 and Type 2 Diabetes mellitus, Monogenic Diabetes in childrenComprehensive care provided with multiple counselling sessionUse of latest technologies like CGMS and Insulin PumpHypoglycaemia / Hypocalcaemia / HypomagnesaemiaThyriod and Parathyriod disordersGrowth Disorders - including short / tall stature, Obesity and Failure to thrive due to Endocrine causesMetabolic bone Disease, Rickets, Osteopetrosis, Oseteogenesis imperfecta, Osteoporosis, Skeletal dysplasiaAmbiguous genitals and other adrenal disordersPubertal disorders & PCOSEndocrine malignancies & endocrine consequences of chronic systemic illness like -Thalassemia, Post - ChemotherapyPolyuria, Diabetes Insipidus, Endocrine cause of Hypertention diabetes ke prakar,diabetes kaise hota hai,madhumeh rog ke lakshan,Types of Diabetes,diabetes kids,diabetes kya hai,diabetes control tips,diabetes control tips in hindi,diabetes symptoms in women,diabetes diet plan for weight loss,diabetes symptoms hindi,diabetes symptoms in men in hindi,diabetes ke lakshan,diabetes ke lakshan kya hai,diabetes ke lakshan kya hote hain,diabetes ke lakshan kya hota hai,diabetes ke shuruati lakshan,diabetes ke symptoms hindi meINTRODUCTION to endocare for kids, CHILD CARE, HORMONES, GROWTH ISSUE, DIABETES,TYROID CARE, PUBERTY",Endocare for Kids,https://www.youtube.com/UCkb1MQjOHAy1FckZOoZ55Yg,308 subscribers
PT4M45S,43H1XRARc-s,What causes dark skin on the neck ? | Acanthosis Nigricans,3746,2021-01-23,"how to get rid of dark neck, acanthosis nigricans, dark neck treatment, how to lighten dark neck, how to get rid of dark neck completely, treatment for dark neck, what is acanthosis nigricans, how to get rid of dark neck in 20 minutes, acanthosis nigricans treatment, causes for dark neck, what causes darkened skin folds, acanthosis nigricans on the neck, what causes dark skin on the neck",93,0.0,"This video discusses about the dark skin pigmentation which happens around the neck region - Acanthosis Nigricans , its causes and significance.#how to get rid of dark neck, #acanthosis nigricans, #dark neck treatment, #how to lighten dark neck, #how to get rid of dark neck completely, #treatment for dark neck, #what is acanthosis nigricans, #how to get rid of dark neck in 20 minutes, #acanthosis nigricans treatment, #causes for dark neck, #what causes darkened skin folds, #acanthosis nigricans on the neck, #what causes dark skin on the neckTo view this video in  :https://youtu.be/1C3SUGYHNF8",Scientific Doctor,https://www.youtube.com/UCt47D6oADD2UTwaIsFKn8vg,18.9K subscribers
PT2M15S,_zwShbjPe58,Acanthosis Nigricans  Dr ETV | 1st July 2019 | ETV Life,5115,2019-07-01,"ETV Telugu, Eenadu, ETPL, Ramoji, ETV Life, Healthj, Aarogyamasthu, Medicine (Field Of Study), Ayush, Body Mind & Soul, Dr. ETV, Fitness Diet, Happy Home, Healthy, Tasty, Homeo, Jeevanarekha, Life is Beautiful, Manasa, SOUL CITY, Vihaari, Yoga Mantra, Vitamins, Minerals, Amrutam, Sadguru Sannidilo, sukhibhava, Cardiology",57,0.0,"Eminent Doctors and other specialists from healthcare and lifestyle provide answers to your experts from several medical streams and is vital in providing you lifesaving and life-changing information questions on health and wellness, only on Dr ETV. The question and answer session covers",ETV Life India,https://www.youtube.com/UCEu502vFxm_7G13bPrzPhlA,627K subscribers
PT5M7S,X1MMArXf7Wc,Acanthosis Nigricans treatment,477,2021-11-22,,28,0.0,Acanthosis Nigricanshidden risk factorstreatment,Manik Skin Clinic,https://www.youtube.com/UCcOo5C7q7pdFxr_L-Oia-yQ,528 subscribers
PT3M23S,Te-7MHcUg8M,Covid 19 FAQ 281: Acanthosis nigricans A Marker of Inflammation and Insulin Resistance,4543,2020-12-27,,105,0.0,The barber can pick up insulin resistance,Dr KK Aggarwal,https://www.youtube.com/UCOyrlvrZ1x0_hByV9nRCrzQ,492K subscribers
PT3M,5KW4oBS-270,Glucose Tolerance Test (GTT) for Diabetes,303865,2016-09-07,"gtt, glucose tolerance test, fasting, diabetes, blood sugar, plasma, pregnant women, dr. ankush, gtt normal range, type 2 diabetes, blood test, fasting glucose",2862,0.0,"GTT is a blood test that is used to diagnose gestational diabetes and type 2 diabetes. Watch as Dr. Ankush describes about this test, how it's done, how much fasting needs to be done and what should we expect from the results.Glucode Tolerance Test prices in India:  https://www.medifee.com/tests/glucose-tolerance-test-cost/",MediFee.com,https://www.youtube.com/UCvOUT2UcJQfBPwathwvp24A,301K subscribers
PT5M43S,SRZlYdQWO3g,"Glucose Tolerance Test [OGTT, IGTT]: Glucose Tolerance Curve, Typical Values and the Impact",34094,2021-03-20,"GTT, OGTT, IGTT, diabetes, oral glucose tolerance test, urine test, blood glucose, sugar monitoring",522,0.0,"This video explains about Oral Glucose Tolerance Test and Intravenous Glucose Tolerance Test.Glucose Tolerance test is conducted to check the ability of body to utilize glucose.Glucose Tolerance Test helps the doctor to define the status of glucose tolerance based on the plasma glucose levels at 120 mins.Glucose Tolerance Curve analysis can give insights on the body's ability to utilize glucose.Related Videos:---------------------------------------------------------------------------------------------------------------Plotting Bacterial Growth Curve: https://youtu.be/NT4i6KwV6CcColony Forming Units: https://youtu.be/jdnOjoOO6qYSerial Dilution Methods: https://youtu.be/g2XdGLXcajMCopy Number Calculation for qPCR: https://youtu.be/iKbrfj3ToxUHow to analyze Primer Sequence or Oligonucleotide sequence designed for PCR / qPCR: https://youtu.be/SqFz1Y_Z4L4How to generate qPCR standard curve in excel and calculate PCR efficiency: https://youtu.be/pz54_p20lrIReal Time qPCR  optimization, Calculating PCR Efficiency: https://youtu.be/asUMZBFoS6ATaqman Assay Vs SYBR Green Assay: https://youtu.be/14H5FyDCBAsResolving poor PCR efficiency: https://youtu.be/H8aP7AWlPa0Calculating molecular weight of Unknown protein https://youtu.be/mCiCiO0cfbgDesigning qPCR Primershttps://youtu.be/tGNPkiY0WJUOligonucleotide Preparation & Purification https://youtu.be/LvyFZo3EaRkHow to check Oligo Concentration https://youtu.be/-13riOgy0qU",Bio-Resource,https://www.youtube.com/UC_81UdXgoF91z-Xp-0Wl7tA,14.8K subscribers
PT5M55S,0TYlwWp1f3M,I Failed the 1-Hour Glucose Test |  3-Hour Glucose Test | Pregnancy Vlog,80904,2020-04-27,"failed 1 hour glucose test, failed glucose test pregnancy, failed 1 hour gestational diabetes test, failed 1 hour glucose test after fasting, pregnancy vlog, 1 hour glucose test pregnancy, glucose tolerance test pregnancy, I'm pregnant, failed one hour glucose test but passed three, three hour glucose test, 3-hour glucose test, gestational diabetes, one hour glucose test",1143,0.0,"I failed my 1-hour glucose tolerance test during a recent prenatal visit. My OB doctor called and told me that I had failed the one-hour test for gestational diabetes, which absolutely shocked me. I passed the 1-hour glucose test (gestational diabetes) during my first pregnancy with ease, and I had been eating much healthier during this pregnancy. I never thought that I'd fail this test.I had to schedule another appointment so that I could take the 3-hour glucose test, which required four blood draws, 8 hours of fasting, and more. The 3-hour glucose test was not fun at all, but it will help the doctors determine if you have gestational diabetes.Watch the video to learn how that turned out, plus information on what it means if you fail the 3-hour glucose test.#pregnant#pregnancyvlog#vlog#nurseWebsite: https://www.registerednursern.com/More Videos: https://www.youtube.com/watch?v=R2XMro13dD0&list=UUPyMN8DzkFl2__xnTEiGZ1wNursing Gear: https://teespring.com/stores/registerednursernInstagram: https://www.instagram.com/registerednursern_com/Facebook: https://www.facebook.com/RegisteredNurseRNsTwitter: https://twitter.com/NursesRNPopular Playlists:NCLEX Reviews: https://www.youtube.com/playlist?list=PLQrdx7rRsKfWtwCDmLHyX2UeHofCIcgo0Fluid & Electrolytes: https://www.youtube.com/playlist?list=PLQrdx7rRsKfWJSZ9pL8L3Q1dzdlxUzeKvNursing Skills: https://www.youtube.com/playlist?list=PLQrdx7rRsKfUhd_qQYEbp0Eab3uUKhgKb",RegisteredNurseRN,https://www.youtube.com/UCPyMN8DzkFl2__xnTEiGZ1w,1.88 million subscribers
PT1M4S,lnCpoErQeWU,Station B 1 Oral glucose tolerance test,166,2018-08-15,,4,0.0,,Physiology Wits,https://www.youtube.com/UCtEZZFUwMvy_WnAzkIFD6Gw,163 subscribers
PT5M17S,dJv7fFtPKwg,How to measure your glucose tolerance,11568,2013-04-27,"prediabetes, tolerance test, glutole, diabetes, glucose, EasyTouch",38,0.0,Part of the Health Check In A Box tutorials on using your EasyTouch GC monitor and Glutole drink to test for prediabetes,Lifestyle Check,https://www.youtube.com/UCxz5Ls0eHNXHJEsWzO9ff-Q,757 subscribers
PT1M46S,hbeWOIkbHJI,Oral Glucose Tolerance Test Infomercial,40472,2014-09-29,"Animated Clip, Free animation software, Animated Videos, Free Presentation software, Animated Presentation, Make your own animation, Presentation software, Explainer video, PowToon",154,0.0,"The oral glucose tolerance test (OGTT) was the gold standard for making the diagnosis of type 2 diabetes. It is still commonly used during pregnancy for diagnosing gestational diabetes. With an oral glucose tolerance test, the person fasts overnight (at least 8 hours, but not more than 16 hours).",Dokie PH,https://www.youtube.com/UCnBPXKNLmsMwlE46PB9UHHA,87 subscribers
PT5M1S,RjWXPfGsgfg,Glucose Tolerance Test During Pregnancy - Midwife’s SECRET Alternative to Glucola Drink,48976,2018-10-15,"glucose test during pregnancy, gestational diabetes test, glucola, glucola test, glucola drink, glucola test pregnancy, glucola test instructions, glucose test procedure, glucose test pregnancy, glucose test during pregnancy taste, glucose test during pregnancy procedure, glucose tolerance test during pregnancy, pancake breakfast, Alternatives to Glucola Drink, Alternatives Glucola test, alternatives to glucose test during pregnancy, midwife, birth center, midwifery, natural birth",530,0.0,"Glucose Tolerance Test During Pregnancy - A Midwifes Secret Alternative to Glucola DrinkGestational diabetes is so common in pregnancy that it does justify routinely testing, with a Glucose Tolerance Test, every single pregnant woman to confirm she does not have high blood sugar while pregnant. However, although diagnosing  this specific type of diabetes during pregnancy is very important to the health of you and your baby, there are several alternatives to Glucola drink that have been kept a secret!Our CajunStork is here to share these alternatives to glucola test during pregnancy with you now!There are several reasons why moms like you are seeking alternatives to Glucola Syrup test that are more traditional. For starters, there has been an uproar in the TrulyNatural community about the nasty ingredients in the Glucola drink. Midwives, on the other hand, have traditionally used a much more natural, food-based alternative to this Glucola test during pregnancy. In fact, in my birth center practice, we use the pancake breakfast as the initial standard for testing your bodys response to sugar as an alternative to Glucola. We also use extensive nutritional counseling to help you stay on track with your diet if you do in fact have diet-controlled gestational diabetes.In this video, I also go on to discuss more Glucose Tolerance Test alternatives to even the pancake breakfast for moms who already have pristine diets and may not want to put their pregnant body through the 50 grams of sugar overload.Here is the introductory video to alternatives to Glucola test. I could go on and on about Gestational Diabetes and diet during pregnancy, but lets start here for today! See you next midwife Monday!Download My FREE What To Pack in Your Birth Bag Printable: http://eepurl.com/gdYKmjWe will be releasing new videos every Monday for Midwife Monday, so make sure that you click the subscribe button!If you are interested in delivering with us at The Natural Birthhouse, you can contact us via our website here:http://www.naturalbirthhouse.com/contactMIDWIFE KIRA'S FAVORITE PRODUCTS----------------------------------------------------------------Doppler: https://amzn.to/2vZTuQRBirthing Ball: https://amzn.to/2LcitozWater Birth Tub for Birth Center: https://amzn.to/2Mqes5DWater Birth Tub for Home: https://amzn.to/2ORZodERocking Chairs: https://amzn.to/2N4pERyNursing Pillow: https://amzn.to/2N4eM6jFind me on social media: @CajunStorkFTC Disclaimer: Links may be affiliate links.",Cajun Stork - Midwife Kira at Natural Birthhouse,https://www.youtube.com/UCfhym7TAQJxY2kJ9gh4XyfQ,68.8K subscribers
PT3M38S,oh4VXBNJpdA,Oral glucose tolerance test,3916,2018-12-14,"oral glucose tolerance test, glucose tolerance test, blood glucose monitor",37,0.0,Still experimenting with the 24/7 blood glucose monitor. This time I tried my own version of the oral glucose tolerance test. This test is used to check for (pre)diabetes and has different variations. Links:Glucose Tolerance Test: https://en.wikipedia.org/wiki/Glucose_tolerance_testEquipment:Video: Macbook Air 2017 front cameraSound: Macbook Air 2017 built in microphonePostprocessing: iMovietried as new feature: speeding up parts.,Experiment and Improve,https://www.youtube.com/UCaHZlGRSMX1PJoB-XKV7Utw,20 subscribers
PT3M39S,oRmnsUR3jMc,Glucose Tolerance Test — NCLEX® Nugget,2308,2018-06-14,"nursing, nursetim, diabetic, prenatal, pregnant, conceptual",12,0.0,"We must remember that NCLEX is looking to assess readiness for generalist nurse practice. However, there are times when the specialties are brought into the mix to help assess for a new nurse's ability to tackle tough concepts in a variety of settings. Diabetes in pregnancy is one of those situations. As you consider this question about the glucose tolerance test, keep that mind. What are similarities and differences with diabetes at other stages of the lifespan.If you have any questions or would like more information, please email help@nursethink.com or call 866.861.2896 Ext 2. We are happy to help!",0,0,0
PT2M20S,HRLsi9ufXks,Glucose Tolerance Test: Expected normal results,51380,2011-09-26,"healthoernetwork, medicine, internal medicine, clinical chemistry, glucose tolerance test, health oer, oer, health education",131,0.0,"This video ""Glucose Tolerance Test: Expected normal results"" is part of a multimedia-based module by Francis A. Yeboah (KNUST) and Cary Engleberg (University of Michigan). This programme is intended as a compendium of modules on procedures in clinical chemistry. At present, the only completed module is one concerning the conduct and interpretation of the glucose tolerance test (GTT). In a GTT, glucose is adminstered to the patient in order to determine how quickly it is cleared from the blood. The test is usually used to test for diabetes, insulin resistance, and sometimes reactive hypoglycemia. The glucose is most often given orally so the common test is technically an oral glucose tolerance test (OGTT). This video addresses the question: What are the expected results in a normal individual?The complete learning module is available through the African Health OER Network at: http://open.umich.edu/education/med/oernetwork/med/internal/clinical-chemistry/2009. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition.Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers.This is licensed under a Creative Commons Attribution Noncommercial License: http://creativecommons.org/licenses/by-nc/3.0/.  (c) 2009 Kwame Nkrumah University of Science and Technology and Cary Engleberg.Help us caption and translate this video on Amara.org: http://www.amara.org/en/v/B5B3/",openmichigan,https://www.youtube.com/UCBxvSOKtSNZFU7z1KbcZqPg,54.4K subscribers
PT5M47S,TSf3bS6ry-8,GTT   Glucose Tolerance Test,12261,2017-01-27,"GTT, glucose, glucose tolerance test, gestational diabetes, diabetes, pregnancy, pregnant, diabetes test, blood, test, testing, diabetic, bumpdate, pregnancy update",63,0.0,Other places you can find me ~ DAILY VLOG : http://www.youtube.com/user/thegibbletsdailyBLOG : http://www.katygibson.co.ukFACEBOOK : http://facebook.com/KatyGibsonBlogTWITTER : http://twitter.com/KatyGibson246INSTAGRAM : http://instagram.com/_katy_gibson_SNAPCHAT: katyg246,Katy Gibson,https://www.youtube.com/UC5OhLym8SbGFMlLkYKMkgzw,3.15K subscribers
PT4M58S,OHW3RWgbSM0,Clinical Chemistry: Oral Glucose Tolerance Test for Diabetes Mellitus,297,2021-08-04,,31,0.0,,Clinical Chemistry in Lab Medicine [MLT UiTM],https://www.youtube.com/UCwwHG8zTJUKCiXOBpcaQP4A,161 subscribers
PT3M47S,3NN1gAa8Mrg,The glucose tolerance test | pregnancy 1 hour glucose test | 27 weeks pregnant | Mrs Queen B,400,2019-09-09,,33,0.0,The glucose tolerance test | pregnancy 1 hour glucose test | 27 weeks pregnant | Mrs Queen B,0,0,0
PT1M13S,7nlW3bUjpxk,"I get a glucose test at my 26 week checkup. What can I eat, and when should I stop eating?",19184,2014-12-05,,90,0.0,"Usually around 28 weeks gestation, your doctor will send you to get a glucose tolerance test. And what this involves is drinking a very sugary drink and getting your blood tested an hour later to see what your blood sugar is. And if it's high, then it means that you probably have gestational diabetes. Now, women who had diabetes prior to getting pregnant will usually know this, and if you have type 1 or type 2 diabetes, then this will hopefully have already been addressed up to this point. But this test is still usually indicated to find out how things are being managed.A lot of people wonder if they can eat or drink whatever they like before they take the test, and you can. There aren't any special preparations that need to be made leading up to taking the test. However, if the first test result comes back abnormal, then your doctor will send you for a second test, and you do need to be fasting for that one - at least for 8 to 14 hours. I do recommend calling your doctor's office though, and ask them if they have any special instructions for you. And if they do, then of course, it would be best to follow those. If you have any other questions for me in the future, feel free to ask them on our Facebook page at http://www.facebook.com/IntermountainMoms, and recommend us to your friends and family too.",IntermountainMoms,https://www.youtube.com/UC8bmJhVtkIIP_9I1-F6R1Cg,202K subscribers
PT2M18S,kgODF9YrvLI,Is diabetes drug metformin safe?,28680,2020-06-01,"metformin, metformin side effects, metformin uses, metformin dosage, metformin tablets, metformin mechanism of action, what is metformin for?, what is metformin used for?, metformin (drug), when to take metformin, what does metformin do?, metformin and food, metformina, metformin 500 mg, metaformin, metformin for pcos, metformin vitamin, metformin warning, metformin diarrhea, how metformin works, starting metformin, metformin long term, Diabetes, PCOS, PCOD, Utres, FDA",182,0.0,Diabetologists have started getting calls from patients worried over the alert from the United States Food and Drug Administration on Metformin (ER  extended release) after it found unacceptable levels of nitrosamine impurities in the drug.#Diabetes #Metformin #FDA #Drug #PCOS Follow us on: Website: https://www.thehindubusinessline.comFacebook: https://www.facebook.com/TheHinduBusinessLine/Twitter: https://twitter.com/businesslineInstagram: https://www.instagram.com/hindu_businessline/,The Hindu BusinessLine,https://www.youtube.com/UCdOflwQsgRV_RbgRGRpr_TQ,39.2K subscribers
PT2M21S,f0njRDGKaTM,Type 2 diabetes: Which drug is best?,11999,2012-07-17,"diabetes, drug, treatment, therapy, metformin, glucose, blood sugar, health, medicine, Consumer Reports, Best Buy Drugs",85,0.0,Newer drugs aren't better for type 2 diabetes. An older pill is safer and more effective for controlling blood sugar. Consumer Reports has advice on oral drugs for diabetes. Find more info at http://www.consumerreports.org/health/best-buy-drugs/type2diabetes.htm,Consumer Health Choices,https://www.youtube.com/UCMZ4Xbl-4Y3XPkoCyi8iBLA,6.92K subscribers
PT1M23S,kGPUkvkNebk,How do Diabetes Medications Work in the Body?,24436,2015-03-16,"yt:cc=on, diabetes, type 2 diabetes, diabetes medications, manage diabetes, insulin, healthy lifestyle, healthy diet, exercise, Dr. Jesús Rodríguez, control blood sugar, blood sugar",126,1.0,"Since type 2 diabetes progresses over time, most people need medication in addition to a healthy diet and exercise. Dr. Jesus Rodriguez explains how these different medications work in the body to control blood sugar.",My Doctor - Kaiser Permanente,https://www.youtube.com/UCecNPwl_dOvXVexdAKpJh4w,71.4K subscribers
PT4M32S,UV51fxVMyx4,Reversing Type II diabetes with no medication: This Delhi man shows its possible,561493,2021-11-13,"News, Times of India, Newshour debate, Narendra Modi, breaking news, top stories, today, Reversing, Type II diabetes, no medication, Delhi man, diabetes reversal, World diabetes day",7075,0.0,"#Diabetes is one of the non-communicable diseases that is gripping the population in India and world over. Young adults are being detected with this incurable disease. Despite the fact that diabetes is incurable, a phenomenon called diabetes reversal or remission is a topic of hot discussion these days. We spoke to one such man from Delhi who successfully reversed Type II diabetes within 6 months. Watch the video to know how this man managed to get everything under control.",Times of India,https://www.youtube.com/UCckHqySbfy5FcPP6MD_S-Yg,2.69 million subscribers
PT1M8S,Oc-PEMk2oGE,1643: Aspart or Glargine,23,2016-09-27,"usmle, usmle step 1, step 1 questions, step 1 problems, question step 1, boards, latisom, questions bank, medical step1, practice problems, qbank, oncology, cancer",0,0.0,USMLE Step 1 Questions at http://www.latisom.com Life and Times in Schools of Medicine Inc. LATISOM offers a video streaming question bank for USMLE Step 1 and second year of medical school course work.Endocrinology questions,0,0,0
PT2M53S,_yt-jfmYb-8,MelGunna x Pop B - Yerky (Official Music Video) [shot by @Jon_Cintron],15763,2021-07-05,,403,0.0,,R2R - MG,https://www.youtube.com/UCr0bDLFoUSOLBNXgoETU3Gg,957 subscribers
PT2M32S,jX-bNCbzdUc,The Coalition for Hemophilia B - BScene video featuring Hillary Goldrick,1199,2016-05-09,,2,0.0,The Coalition for Hemophilia B is happy to introduce the seventh BScene episode sponsored by Biogen. The BScene Series posts monthly and depicts real life experiences shared by members of the Hemophilia B community and their families. We hope they will inspire you!,Coalition for Hemophilia B,https://www.youtube.com/UCw23ySDhKaLRM_lc6zETJaw,49 subscribers
PT2M49S,EjbnE4mtUp4,Insulin Preparations | Pharmacology | Medi tutorials,11765,2018-04-29,"Insulin Preparations, pharmacology lecture insuline, Rapid acting insulin, Short acting insulin., Intermediate acting insulin., Pre-mixed insulin., Long acting insulin, insulin pump, diabetics mellitus, diabetes insulin treatment, medi tutorial",179,0.0,"Insulin Preparations | Pharmacology | Medi tutorialsSubscribe this channel and press the bell button for notification.description:Insulin preparationInsulin is a small protein containg two polypeptide chain connected by disulfide bonds.key points:*Insulin can be exists as- monomer, dimer, hexamer.*It is stored in the granules of pancreatic B-cell.*Monomer is the biological active form of insulin.*Molecular weight of insulin is 5808.Now Insulin Preparation :*Rapid acting insulin.Short acting insulin., Intermediate acting insulin., Pre-mixed insulin., Long acting insulin*Rapid acting insulin:Insulin lisproInsulin AspartInsulin Glulisine.*Short acting insulin:Regular Novolin RRegular Humulin RVelosulinRegular Exubera.*Intermediate acting insulin:NPH Humulin NNPH Novolin N.*Pre-mixed insulin:Novolin 70/30Humulin 70/3050/50 NPL 75/25 NPL70/30 NPA(here NPL=neutral protamine lispro.NPA=neutral protamine aspart.)*Long acting insulin:Insulin determirInsulin glargine.Pre-mixed insulin is produced by combination of regular, intermediate,  short acting insulin, that's why it is given to the patients at 1 dose within 24 hours!  That's All....",Medi Tutorials,https://www.youtube.com/UCdhrYxmSjlqaBN994ygidHg,2.72K subscribers
PT2M40S,0mMYDFYKRA8,Allergy,2144,2014-09-25,"Gidget, Gein, Confessions, of, Spooky, Kid, Allergy",33,0.0,Provided to YouTube by The Orchard EnterprisesAllergy  Gidget GeinConfessions of a Spooky Kid 2010 EMA/PolydiscReleased on: 2010-05-25Music Publisher: Use Once and DestroyMusic Publisher: Al B. Romano MusicAuto-generated by YouTube.,Gidget Gein - Topic,https://www.youtube.com/UCLiXebgiw_GMXJHEI8nEmFA,134 subscribers
PT4M4S,uVaP-2n6yFs,Big Grizz - Rap Tingz Ft RaBlanco & SyBlayz OFFICIAL MUSIC VIDEO,165,2022-03-27,,15,0.0,"Philly Artist Big Grizz links with NY Artist SyBlayz and RaBlanco to crate a bar heavy track. Energy , Word Play , Metaphors, Entendres, And Flows ALL UNMATCHED. Rap Tingz on all streaming platforms Instagram Handles Big Grizz @selfmade_marksRaBlanco @hardcore96SyBlayz @syblayz",Arthur Marks,https://www.youtube.com/UC9tMp-ElLlhR8KlduTFMGFg,255 subscribers
