date,Diabetes,diabetes complication,diabetes cure,diabetes depression,diabetes causes,isPartial,date,diabetes diagnosis,diabetes exercise,diabetes high risk,diabetes information,diabetes causes,isPartial,date,diabetes medication,Diabetes Mellitus,diabetes self care,diabetes self management,diabetes causes,isPartial,date,diabetes supplies,diabetes surgery,diabetes symptoms,diabetes testing,diabetes causes,isPartial,date,diabetes treatment,diabetes type 1 symptoms,diabetes type 2 symptoms,diets for diabetes,diabetes causes,isPartial,date,Gestational diabetes,gestational DM,increased risk of diabetes,insulin dependent diabetes mellitus,diabetes causes,isPartial,date,Type 1 diabetes,type 1 DM,Type 2 diabetes,Type 2 DM,diabetes causes,isPartial,date,type I diabetes,type I DM,Type II diabetes,Type II DM,diabetes causes,isPartial,date,diabetes lose weight ,borderline diabetes,diabetes kit,onset diabetes,diabetes causes,isPartial,date,diabetes magazines,herbal treatment for diabetes,diabetes supplements,diabetes type,diabetes causes,isPartial,date,diabetes and depression,diabetes impotence,about diabetes,diabetes recipes,diabetes causes,isPartial,date,diabetes lifestyle,diabetes medication side effects,blood glucose,blood pressure,diabetes causes,isPartial,date,continuous glucose monitoring systems,c-peptide test,fasting glucose,fasting plasma glucose,diabetes causes,isPartial,date,fingerstick glucose test,FPG,glucometers,glucose meter,diabetes causes,isPartial,date,glucose monitor,glucose test strip,glucose tolerance test,HbA1c,diabetes causes,isPartial,date,HemoglobinA1c,high glucose,iv glucose tolerance test,lifescan,diabetes causes,isPartial,date,normal blood glucose levels,normal glucose tolerance,oral glucose challenge,Oral glucose tolerance test,diabetes causes,isPartial,date,plasma concentration,plasma glucose,post glucose tolerance test,post prandial glucose,diabetes causes,isPartial,date,Post-prandial glucose,PPG,urine glucose,Acarbose,diabetes causes,isPartial,date,ACTOS,alogliptin,alpha-glucosidase inhibitors,Apidra,diabetes causes,isPartial,date,artificial pancreas,Aspart,Avandia,bariatric surgery,diabetes causes,isPartial,date,Biguanides,bolus insulin,Canagliflozin,carbohydrate counting,diabetes causes,isPartial,date,colesevelam,Cycloset,Detemir,diabetes clinical trails,diabetes causes,isPartial,date,Diabetes medicine,DPP-4 Inhibitors,FlexPen,Glargine,diabetes causes,isPartial,date,Glucophage,Glulisine,Glumetza,glyset,diabetes causes,isPartial,date,Humalog,Humulin,Humulin N,inhaled insulin,diabetes causes,isPartial,date,injection site rotation,insulin infusion pump,insulin injection,insulin needles,diabetes causes,isPartial,date,insulin pen injector,insulin pump,insulin syringe,insulin therapy,diabetes causes,isPartial,date,intermediate acting insulin,Invokana,islet cell transplantation,Januvia,diabetes causes,isPartial,date,Lantus,Levemir,linagliptin,Lispro,diabetes causes,isPartial,date,long acting insulin,meglitinides,metformin,miglitol,diabetes causes,isPartial,date,Nateglinide,Nesina,Novolin,Novolin N,diabetes causes,isPartial,date,Novolog,NPH insulin,Onglyza,oral hypoglycemic agents,diabetes causes,isPartial,date,pancreatic transplantation,parenteral glucagon emergency,pioglitazone,Pramlintide,diabetes causes,isPartial,date,prandin,precose,rapid acting insulin,Regular insulin,diabetes causes,isPartial,date,Repaglinide,Rosiglitazone,Ryzodeg,saxagliptin,diabetes causes,isPartial,date,SGLT2 inhibitors,short acting insulin,Sitagliptin,starlix,diabetes causes,isPartial,date,SymlinPen,thiazolidinediones,Toujeo,Tradjenta,diabetes causes,isPartial,date,Tresiba,Welchol,artificial sweetener,diabetes diet,diabetes causes,isPartial,date,diabetes prevention,diabetes prevention program,diabetes target range,diabetic diet,diabetes causes,isPartial,date,glycemic index,physical activity,adult blindness,Autonomic Neuropathy,diabetes causes,isPartial,date,cellulitis,diabetes and anorexia,diabetes and female sexual dysfunction,diabetes and nausea,diabetes causes,isPartial,date,diabetes and reduced sexual desire women,diabetes and vomiting,diabetes infections,diabetes myocardial infarct,diabetes causes,isPartial,date,diabetes staph infection,diabetes urinary tract infections,diabetes UTI,diabetic coma,diabetes causes,isPartial,date,diabetic dermopathy,diabetic foot,diabetic heart disease,diabetic keto acidosis,diabetes causes,isPartial,date,diabetic mononeuropathy,diabetic nephropathy,diabetic neuropathy,diabetic peripheral vascular disease,diabetes causes,isPartial,date,diabetic polyneuropathy,diabetic retinopathy,diabetic skin spots,End stage renal disease,diabetes causes,isPartial,date,ESRD,foot ulcers,gangrene,gastroparesis,diabetes causes,isPartial,date,hypoglycemia,insulin reaction,insulin shock,neuropathy,diabetes causes,isPartial,date,nocturnal diarrhea,peripheral neuropathy,acromegaly,Cushing’s disease,diabetes causes,isPartial,date,Cystic fibrosis–related DM,diabetes quality of life,diabetes study,fulminant diabetes,diabetes causes,isPartial,date,latent autoimmune diabetes of adulthood ,Maturity-onset diabetes of the young,maturity-onset diabetes of the young ,metabolic syndrome,diabetes causes,isPartial,date,monogenic diabetes,non-insulin dependent diabetes mellitus,prediabetes,prediabetes self management,diabetes causes,isPartial,date,Acanthosis nigricans,body mass index,body weight,diabetes risk factor,diabetes causes,isPartial,date,diabetes risk factors,glycosuria,hirsutism,hyperandrogenism,diabetes causes,isPartial,date,increased urination,increased water intake,intermediate hyperglycemia,PCOS,diabetes causes,isPartial,date,polycystic ovarian syndrome,polydipsia,polyuria,weight loss,diabetes causes,isPartial
2021-05-09,90,0,1,0,1,False,2021-05-09,29,20,4,9,65,False,2021-05-09,38,67,1,1,46,False,2021-05-09,3,3,79,3,16,False,2021-05-09,57,23,44,3,65,False,2021-05-09,91,0,1,0,26,False,2021-05-09,54,0,83,2,12,False,2021-05-09,26,1,11,1,65,False,2021-05-09,10,2,11,7,65,False,2021-05-09,0,0,1,80,7,False,2021-05-09,4,1,37,14,65,False,2021-05-09,0,0,4,79,1,False,2021-05-09,0,1,73,1,62,False,2021-05-09,0,12,3,63,65,False,2021-05-09,62,1,18,44,65,False,2021-05-09,0,75,0,3,36,False,2021-05-09,21,3,0,1,65,False,2021-05-09,8,13,0,0,65,False,2021-05-09,0,69,7,2,12,False,2021-05-09,43,16,0,3,65,False,2021-05-09,1,8,0,93,23,False,2021-05-09,1,4,5,0,65,False,2021-05-09,12,0,5,0,65,False,2021-05-09,31,2,16,27,65,False,2021-05-09,17,0,3,0,65,False,2021-05-09,60,21,5,0,53,False,2021-05-09,0,1,21,16,65,False,2021-05-09,0,34,12,5,36,False,2021-05-09,1,24,0,68,48,False,2021-05-09,79,34,6,26,44,False,2021-05-09,1,0,45,0,5,False,2021-05-09,5,1,30,8,65,False,2021-05-09,70,21,9,0,65,False,2021-05-09,0,0,49,2,65,False,2021-05-09,3,3,2,18,65,False,2021-05-09,8,3,0,3,65,False,2021-05-09,13,7,19,3,65,False,2021-05-09,0,1,26,29,65,False,2021-05-09,35,7,15,84,42,False,2021-05-09,8,4,1,83,46,False,2021-05-09,31,42,0,3,18,False,2021-05-09,73,0,0,1,10,False,2021-05-09,0,2,5,0,65,False,2021-05-09,0,1,7,12,65,False,2021-05-09,2,61,2,0,65,False,2021-05-09,0,6,50,1,65,False,2021-05-09,1,34,0,19,65,False,2021-05-09,24,4,38,79,27,False,2021-05-09,30,1,1,89,8,False,2021-05-09,0,75,31,0,39,False,2021-05-09,0,0,9,0,65,False,2021-05-09,0,0,0,50,57,False,2021-05-09,0,0,78,0,34,False,2021-05-09,8,9,74,1,11,False,2021-05-09,8,5,94,5,65,False,2021-05-09,1,0,0,78,6,False,2021-05-09,0,0,0,69,1,False
2021-05-16,87,0,1,0,1,False,2021-05-16,27,17,9,9,66,False,2021-05-16,31,71,1,2,47,False,2021-05-16,2,3,83,3,16,False,2021-05-16,53,26,49,2,66,False,2021-05-16,80,0,1,1,26,False,2021-05-16,48,1,77,1,12,False,2021-05-16,27,0,10,0,66,False,2021-05-16,16,4,9,12,66,False,2021-05-16,0,0,1,76,7,False,2021-05-16,2,1,34,14,66,False,2021-05-16,0,0,4,82,1,False,2021-05-16,0,2,89,1,63,False,2021-05-16,0,12,4,51,66,False,2021-05-16,54,2,20,38,66,False,2021-05-16,0,83,0,4,37,False,2021-05-16,26,2,0,2,66,False,2021-05-16,11,10,0,1,66,False,2021-05-16,0,74,7,1,12,False,2021-05-16,46,14,1,4,66,False,2021-05-16,0,8,1,89,23,False,2021-05-16,3,5,4,1,66,False,2021-05-16,5,1,7,0,66,False,2021-05-16,28,1,15,35,66,False,2021-05-16,19,1,3,0,66,False,2021-05-16,56,26,7,1,54,False,2021-05-16,0,1,22,15,66,False,2021-05-16,0,33,11,3,36,False,2021-05-16,1,22,0,77,49,False,2021-05-16,75,29,7,23,45,False,2021-05-16,1,0,49,0,5,False,2021-05-16,2,5,29,6,66,False,2021-05-16,71,16,8,0,66,False,2021-05-16,0,0,48,0,66,False,2021-05-16,5,1,5,19,66,False,2021-05-16,8,2,0,4,66,False,2021-05-16,11,8,16,2,66,False,2021-05-16,0,5,32,26,66,False,2021-05-16,30,10,12,79,42,False,2021-05-16,9,4,0,79,47,False,2021-05-16,27,35,0,3,18,False,2021-05-16,70,0,0,1,10,False,2021-05-16,0,3,6,0,66,False,2021-05-16,0,0,8,13,66,False,2021-05-16,2,61,2,0,66,False,2021-05-16,0,8,58,0,66,False,2021-05-16,0,39,0,29,66,False,2021-05-16,27,3,36,78,28,False,2021-05-16,28,0,0,86,8,False,2021-05-16,1,86,21,1,40,False,2021-05-16,0,1,8,0,66,False,2021-05-16,0,0,0,47,58,False,2021-05-16,0,0,67,0,35,False,2021-05-16,7,8,74,1,11,False,2021-05-16,10,3,69,1,66,False,2021-05-16,1,0,0,74,6,False,2021-05-16,0,0,0,73,1,False
2021-05-23,83,0,1,0,2,False,2021-05-23,22,14,5,9,77,False,2021-05-23,32,66,1,1,55,False,2021-05-23,3,3,80,4,19,False,2021-05-23,56,18,42,0,77,False,2021-05-23,90,0,1,1,31,False,2021-05-23,43,1,76,2,14,False,2021-05-23,33,0,8,0,77,False,2021-05-23,14,3,6,12,77,False,2021-05-23,0,0,1,70,8,False,2021-05-23,3,1,29,14,77,False,2021-05-23,0,0,4,76,1,False,2021-05-23,0,0,78,1,74,False,2021-05-23,0,14,1,62,77,False,2021-05-23,49,1,20,29,77,False,2021-05-23,0,71,0,4,43,False,2021-05-23,19,0,0,1,77,False,2021-05-23,7,12,0,0,77,False,2021-05-23,0,73,6,2,14,False,2021-05-23,35,16,0,2,77,False,2021-05-23,1,10,1,89,27,False,2021-05-23,2,4,4,1,77,False,2021-05-23,9,2,5,0,77,False,2021-05-23,26,2,17,21,77,False,2021-05-23,16,0,1,0,77,False,2021-05-23,60,23,7,3,63,False,2021-05-23,0,0,20,19,77,False,2021-05-23,0,29,16,5,42,False,2021-05-23,1,18,0,75,57,False,2021-05-23,82,25,7,21,52,False,2021-05-23,1,0,50,0,5,False,2021-05-23,3,2,32,8,77,False,2021-05-23,70,19,4,2,77,False,2021-05-23,0,0,52,2,77,False,2021-05-23,5,1,1,20,77,False,2021-05-23,8,4,0,1,77,False,2021-05-23,15,4,16,3,77,False,2021-05-23,0,3,27,24,77,False,2021-05-23,32,9,14,67,49,False,2021-05-23,9,3,0,77,55,False,2021-05-23,28,30,0,3,21,False,2021-05-23,76,0,0,0,12,False,2021-05-23,0,2,4,0,77,False,2021-05-23,0,1,7,17,77,False,2021-05-23,3,62,2,0,77,False,2021-05-23,0,6,51,1,77,False,2021-05-23,1,43,1,17,77,False,2021-05-23,23,3,42,76,32,False,2021-05-23,29,0,1,85,9,False,2021-05-23,0,75,24,0,47,False,2021-05-23,0,0,10,0,77,False,2021-05-23,0,0,0,50,67,False,2021-05-23,0,0,79,0,41,False,2021-05-23,6,8,71,0,12,False,2021-05-23,6,6,45,4,77,False,2021-05-23,1,0,0,77,7,False,2021-05-23,0,0,0,73,1,False
2021-05-30,83,0,0,0,1,False,2021-05-30,24,17,5,7,58,False,2021-05-30,33,63,1,1,42,False,2021-05-30,3,3,80,3,14,False,2021-05-30,48,26,39,1,58,False,2021-05-30,80,0,1,0,23,False,2021-05-30,43,0,73,1,11,False,2021-05-30,31,0,8,0,58,False,2021-05-30,13,4,8,12,58,False,2021-05-30,0,0,1,69,6,False,2021-05-30,3,1,20,15,58,False,2021-05-30,0,0,4,74,1,False,2021-05-30,0,0,70,1,56,False,2021-05-30,0,8,4,60,58,False,2021-05-30,54,1,19,38,58,False,2021-05-30,0,69,0,4,33,False,2021-05-30,10,3,0,0,58,False,2021-05-30,11,7,0,0,58,False,2021-05-30,0,59,6,1,10,False,2021-05-30,35,16,0,5,58,False,2021-05-30,1,9,1,85,21,False,2021-05-30,0,4,6,1,58,False,2021-05-30,9,0,5,0,58,False,2021-05-30,25,1,12,25,58,False,2021-05-30,13,2,2,1,58,False,2021-05-30,63,22,7,1,48,False,2021-05-30,0,1,20,15,58,False,2021-05-30,0,37,11,3,32,False,2021-05-30,0,20,0,70,43,False,2021-05-30,77,30,6,30,40,False,2021-05-30,1,0,46,0,4,False,2021-05-30,3,2,26,7,58,False,2021-05-30,60,20,9,0,58,False,2021-05-30,0,0,51,0,58,False,2021-05-30,5,2,4,21,58,False,2021-05-30,10,2,0,1,58,False,2021-05-30,13,6,16,1,58,False,2021-05-30,0,3,28,24,58,False,2021-05-30,36,7,14,74,38,False,2021-05-30,9,3,0,82,42,False,2021-05-30,29,26,0,2,16,False,2021-05-30,75,0,0,1,9,False,2021-05-30,0,2,2,0,58,False,2021-05-30,0,0,9,16,58,False,2021-05-30,1,64,1,1,58,False,2021-05-30,0,6,54,1,58,False,2021-05-30,2,36,0,15,58,False,2021-05-30,22,3,35,69,25,False,2021-05-30,27,0,1,81,7,False,2021-05-30,1,71,21,1,35,False,2021-05-30,0,0,8,0,58,False,2021-05-30,0,0,0,35,51,False,2021-05-30,0,0,74,0,31,False,2021-05-30,6,7,72,1,9,False,2021-05-30,5,6,44,4,58,False,2021-05-30,2,0,0,72,6,False,2021-05-30,0,0,0,74,1,False
2021-06-06,88,0,1,0,2,False,2021-06-06,25,20,5,5,77,False,2021-06-06,40,61,0,1,55,False,2021-06-06,3,4,78,4,19,False,2021-06-06,44,26,41,3,77,False,2021-06-06,90,0,1,0,30,False,2021-06-06,48,1,80,2,14,False,2021-06-06,31,0,10,1,77,False,2021-06-06,12,6,8,11,77,False,2021-06-06,0,0,1,75,8,False,2021-06-06,7,0,22,16,77,False,2021-06-06,0,0,4,76,1,False,2021-06-06,0,0,75,2,74,False,2021-06-06,0,6,3,59,77,False,2021-06-06,62,2,21,32,77,False,2021-06-06,1,77,0,4,43,False,2021-06-06,24,2,0,1,77,False,2021-06-06,9,6,0,1,77,False,2021-06-06,0,66,7,3,14,False,2021-06-06,45,18,0,5,77,False,2021-06-06,0,8,1,88,27,False,2021-06-06,2,3,4,1,77,False,2021-06-06,11,1,6,0,77,False,2021-06-06,37,2,10,26,77,False,2021-06-06,18,2,3,0,77,False,2021-06-06,49,22,6,1,63,False,2021-06-06,0,1,26,16,77,False,2021-06-06,0,32,12,3,42,False,2021-06-06,1,22,0,73,57,False,2021-06-06,78,31,6,28,52,False,2021-06-06,1,0,49,0,5,False,2021-06-06,5,1,35,8,77,False,2021-06-06,62,18,5,1,77,False,2021-06-06,0,0,49,1,77,False,2021-06-06,5,2,5,19,77,False,2021-06-06,9,1,0,3,77,False,2021-06-06,12,5,26,2,77,False,2021-06-06,0,4,32,33,77,False,2021-06-06,34,8,12,73,49,False,2021-06-06,5,2,0,84,55,False,2021-06-06,31,28,1,5,21,False,2021-06-06,81,0,0,0,12,False,2021-06-06,0,0,5,0,77,False,2021-06-06,0,0,11,16,77,False,2021-06-06,4,61,0,0,77,False,2021-06-06,0,7,60,0,77,False,2021-06-06,1,37,0,18,77,False,2021-06-06,25,3,45,76,32,False,2021-06-06,30,1,0,91,9,False,2021-06-06,1,77,22,1,47,False,2021-06-06,0,0,8,0,77,False,2021-06-06,0,0,0,46,67,False,2021-06-06,0,0,72,0,41,False,2021-06-06,6,8,76,0,12,False,2021-06-06,11,4,41,3,77,False,2021-06-06,1,0,0,73,7,False,2021-06-06,0,0,0,82,1,False
2021-06-13,89,0,1,0,2,False,2021-06-13,25,16,5,7,70,False,2021-06-13,37,77,0,3,50,False,2021-06-13,1,3,77,3,17,False,2021-06-13,45,24,39,1,70,False,2021-06-13,89,0,1,0,28,False,2021-06-13,45,1,71,2,13,False,2021-06-13,32,0,6,0,70,False,2021-06-13,16,4,8,15,70,False,2021-06-13,0,0,1,70,7,False,2021-06-13,5,0,24,19,70,False,2021-06-13,0,0,4,79,1,False,2021-06-13,0,1,76,2,67,False,2021-06-13,0,10,3,56,70,False,2021-06-13,51,3,21,33,70,False,2021-06-13,0,82,0,4,39,False,2021-06-13,25,3,0,1,70,False,2021-06-13,13,11,0,1,70,False,2021-06-13,0,59,7,2,12,False,2021-06-13,43,12,0,4,70,False,2021-06-13,0,7,1,93,25,False,2021-06-13,1,1,7,0,70,False,2021-06-13,9,0,7,0,70,False,2021-06-13,34,1,18,33,70,False,2021-06-13,17,1,3,0,70,False,2021-06-13,62,24,8,1,57,False,2021-06-13,0,2,24,21,70,False,2021-06-13,0,40,11,4,38,False,2021-06-13,1,23,0,79,51,False,2021-06-13,82,32,4,30,47,False,2021-06-13,1,0,51,0,5,False,2021-06-13,7,3,28,9,70,False,2021-06-13,54,17,8,0,70,False,2021-06-13,0,0,59,2,70,False,2021-06-13,5,1,2,20,70,False,2021-06-13,8,2,0,3,70,False,2021-06-13,14,4,18,4,70,False,2021-06-13,0,2,25,25,70,False,2021-06-13,38,9,15,60,45,False,2021-06-13,14,4,1,78,50,False,2021-06-13,32,25,0,4,19,False,2021-06-13,80,0,0,1,11,False,2021-06-13,0,2,5,0,70,False,2021-06-13,0,0,9,10,70,False,2021-06-13,2,63,1,1,70,False,2021-06-13,0,4,54,1,70,False,2021-06-13,2,45,0,14,70,False,2021-06-13,25,3,51,67,29,False,2021-06-13,30,0,0,84,8,False,2021-06-13,0,73,26,0,42,False,2021-06-13,0,0,8,0,70,False,2021-06-13,0,0,0,43,61,False,2021-06-13,0,0,72,0,37,False,2021-06-13,5,7,73,1,11,False,2021-06-13,6,6,39,4,70,False,2021-06-13,1,0,0,72,7,False,2021-06-13,0,0,0,75,1,False
2021-06-20,84,0,0,0,2,False,2021-06-20,27,19,7,6,71,False,2021-06-20,27,60,1,2,51,False,2021-06-20,3,3,79,3,18,False,2021-06-20,50,32,52,2,71,False,2021-06-20,85,1,1,0,28,False,2021-06-20,52,1,73,1,13,False,2021-06-20,29,1,6,1,71,False,2021-06-20,7,4,10,13,71,False,2021-06-20,0,0,1,74,8,False,2021-06-20,2,1,29,13,71,False,2021-06-20,0,0,4,78,1,False,2021-06-20,0,1,76,2,68,False,2021-06-20,0,10,3,57,71,False,2021-06-20,67,2,24,31,71,False,2021-06-20,0,76,0,4,40,False,2021-06-20,15,1,0,2,71,False,2021-06-20,11,10,0,0,71,False,2021-06-20,0,58,6,1,13,False,2021-06-20,37,16,0,3,71,False,2021-06-20,1,6,1,83,25,False,2021-06-20,0,5,6,0,71,False,2021-06-20,7,2,6,0,71,False,2021-06-20,26,1,13,29,71,False,2021-06-20,14,2,2,0,71,False,2021-06-20,66,28,7,0,58,False,2021-06-20,0,0,20,24,71,False,2021-06-20,0,39,10,3,39,False,2021-06-20,0,26,0,78,52,False,2021-06-20,72,26,6,26,48,False,2021-06-20,1,0,53,0,5,False,2021-06-20,5,4,33,8,71,False,2021-06-20,64,24,8,1,71,False,2021-06-20,0,0,49,1,71,False,2021-06-20,7,2,1,24,71,False,2021-06-20,8,1,0,2,71,False,2021-06-20,15,6,14,3,71,False,2021-06-20,0,4,24,21,71,False,2021-06-20,33,8,11,64,46,False,2021-06-20,13,5,0,77,51,False,2021-06-20,28,25,0,2,19,False,2021-06-20,90,0,0,1,11,False,2021-06-20,0,4,5,0,71,False,2021-06-20,0,0,9,8,71,False,2021-06-20,2,68,1,1,71,False,2021-06-20,0,4,59,0,71,False,2021-06-20,3,38,0,16,71,False,2021-06-20,26,3,36,77,30,False,2021-06-20,29,1,1,87,8,False,2021-06-20,0,76,21,0,43,False,2021-06-20,0,0,12,0,71,False,2021-06-20,0,0,0,39,62,False,2021-06-20,0,0,78,0,38,False,2021-06-20,5,8,74,1,12,False,2021-06-20,6,4,35,3,71,False,2021-06-20,1,0,0,90,7,False,2021-06-20,0,0,0,71,1,False
2021-06-27,84,0,0,0,1,False,2021-06-27,23,15,7,7,68,False,2021-06-27,29,65,0,0,49,False,2021-06-27,2,4,75,3,17,False,2021-06-27,46,22,43,5,68,False,2021-06-27,85,0,0,0,27,False,2021-06-27,49,1,73,2,12,False,2021-06-27,26,0,9,2,68,False,2021-06-27,9,6,7,9,68,False,2021-06-27,0,0,1,75,7,False,2021-06-27,2,0,19,21,68,False,2021-06-27,0,0,4,74,1,False,2021-06-27,0,0,74,1,66,False,2021-06-27,0,9,4,66,68,False,2021-06-27,64,2,23,40,68,False,2021-06-27,0,67,0,5,38,False,2021-06-27,18,2,0,1,68,False,2021-06-27,10,10,0,0,68,False,2021-06-27,0,53,5,1,12,False,2021-06-27,41,19,0,4,68,False,2021-06-27,0,8,1,88,24,False,2021-06-27,2,4,7,0,68,False,2021-06-27,12,1,5,0,68,False,2021-06-27,30,1,11,33,68,False,2021-06-27,15,1,1,0,68,False,2021-06-27,60,23,6,1,56,False,2021-06-27,0,1,22,22,68,False,2021-06-27,0,35,9,2,38,False,2021-06-27,1,25,0,77,51,False,2021-06-27,69,27,4,31,47,False,2021-06-27,1,0,51,0,5,False,2021-06-27,3,4,29,10,68,False,2021-06-27,80,14,6,0,68,False,2021-06-27,0,0,50,2,68,False,2021-06-27,3,1,4,24,68,False,2021-06-27,6,3,0,3,68,False,2021-06-27,13,8,16,3,68,False,2021-06-27,0,4,34,25,68,False,2021-06-27,34,8,16,65,44,False,2021-06-27,9,2,0,85,49,False,2021-06-27,31,24,0,3,19,False,2021-06-27,88,0,0,0,11,False,2021-06-27,0,1,5,0,68,False,2021-06-27,0,0,8,18,68,False,2021-06-27,2,58,1,0,68,False,2021-06-27,0,3,54,0,68,False,2021-06-27,1,35,1,17,68,False,2021-06-27,23,3,43,72,29,False,2021-06-27,27,1,0,78,8,False,2021-06-27,0,64,19,1,42,False,2021-06-27,0,0,5,0,68,False,2021-06-27,0,0,0,43,60,False,2021-06-27,0,0,74,0,36,False,2021-06-27,6,8,68,0,11,False,2021-06-27,7,5,38,2,68,False,2021-06-27,1,0,0,77,7,False,2021-06-27,0,0,0,75,1,False
2021-07-04,84,0,1,0,2,False,2021-07-04,18,11,3,4,71,False,2021-07-04,26,57,0,1,50,False,2021-07-04,2,3,85,3,18,False,2021-07-04,46,26,44,2,71,False,2021-07-04,84,0,1,0,28,False,2021-07-04,48,0,76,1,13,False,2021-07-04,36,0,7,1,71,False,2021-07-04,14,5,7,8,71,False,2021-07-04,0,0,1,71,8,False,2021-07-04,1,0,16,14,71,False,2021-07-04,0,0,4,73,1,False,2021-07-04,0,1,63,1,68,False,2021-07-04,0,6,3,49,71,False,2021-07-04,58,3,22,33,71,False,2021-07-04,0,72,0,3,40,False,2021-07-04,20,2,0,1,71,False,2021-07-04,8,6,0,1,71,False,2021-07-04,0,52,5,2,13,False,2021-07-04,37,19,0,3,71,False,2021-07-04,1,8,1,83,25,False,2021-07-04,2,5,4,2,71,False,2021-07-04,8,0,6,0,71,False,2021-07-04,23,1,9,24,71,False,2021-07-04,18,2,1,0,71,False,2021-07-04,58,26,7,1,58,False,2021-07-04,0,2,22,18,71,False,2021-07-04,0,35,12,2,39,False,2021-07-04,1,17,0,69,52,False,2021-07-04,82,20,3,23,48,False,2021-07-04,1,0,45,0,5,False,2021-07-04,4,0,32,10,71,False,2021-07-04,53,19,6,1,71,False,2021-07-04,0,0,50,1,71,False,2021-07-04,4,0,4,19,71,False,2021-07-04,6,1,0,1,71,False,2021-07-04,12,7,13,2,71,False,2021-07-04,0,5,26,20,71,False,2021-07-04,34,10,9,69,45,False,2021-07-04,8,2,1,71,50,False,2021-07-04,31,23,0,3,19,False,2021-07-04,94,0,0,0,11,False,2021-07-04,0,1,6,0,71,False,2021-07-04,0,0,6,14,71,False,2021-07-04,0,69,1,1,71,False,2021-07-04,0,2,53,0,71,False,2021-07-04,0,31,0,15,71,False,2021-07-04,24,3,50,75,30,False,2021-07-04,27,0,1,81,8,False,2021-07-04,1,71,19,0,43,False,2021-07-04,0,0,5,0,71,False,2021-07-04,0,0,0,36,62,False,2021-07-04,0,0,72,0,37,False,2021-07-04,4,8,65,0,11,False,2021-07-04,9,5,31,4,71,False,2021-07-04,1,0,0,71,7,False,2021-07-04,0,0,0,70,1,False
2021-07-11,90,0,1,0,1,False,2021-07-11,25,20,5,13,66,False,2021-07-11,34,54,0,1,47,False,2021-07-11,3,4,91,5,16,False,2021-07-11,56,27,51,3,66,False,2021-07-11,100,0,1,1,26,False,2021-07-11,50,1,82,2,12,False,2021-07-11,34,0,9,2,66,False,2021-07-11,16,4,8,10,66,False,2021-07-11,0,0,1,79,7,False,2021-07-11,3,0,37,14,66,False,2021-07-11,0,0,4,83,1,False,2021-07-11,0,2,78,2,63,False,2021-07-11,0,10,4,61,66,False,2021-07-11,65,3,23,33,66,False,2021-07-11,0,74,0,4,37,False,2021-07-11,26,3,0,3,66,False,2021-07-11,9,10,0,0,66,False,2021-07-11,0,59,6,2,12,False,2021-07-11,34,19,0,5,66,False,2021-07-11,1,6,0,89,23,False,2021-07-11,2,8,9,0,66,False,2021-07-11,12,1,5,0,66,False,2021-07-11,34,1,17,19,66,False,2021-07-11,13,1,2,0,66,False,2021-07-11,62,26,7,0,54,False,2021-07-11,0,1,21,16,66,False,2021-07-11,0,38,10,3,36,False,2021-07-11,1,22,0,79,48,False,2021-07-11,83,28,4,26,45,False,2021-07-11,1,0,48,0,5,False,2021-07-11,5,4,35,9,66,False,2021-07-11,69,20,8,0,66,False,2021-07-11,0,0,53,2,66,False,2021-07-11,4,0,3,20,66,False,2021-07-11,11,1,0,3,66,False,2021-07-11,16,6,14,3,66,False,2021-07-11,1,1,34,19,66,False,2021-07-11,34,6,15,65,42,False,2021-07-11,6,3,1,77,47,False,2021-07-11,31,23,0,3,18,False,2021-07-11,90,0,0,1,10,False,2021-07-11,0,2,5,0,66,False,2021-07-11,1,0,9,20,66,False,2021-07-11,3,71,0,0,66,False,2021-07-11,0,6,55,0,66,False,2021-07-11,1,45,1,17,66,False,2021-07-11,26,3,41,80,28,False,2021-07-11,32,0,1,88,8,False,2021-07-11,1,76,19,0,40,False,2021-07-11,0,0,9,0,66,False,2021-07-11,0,0,0,44,57,False,2021-07-11,0,0,84,0,35,False,2021-07-11,6,8,75,1,11,False,2021-07-11,7,5,34,3,66,False,2021-07-11,1,0,0,83,6,False,2021-07-11,0,0,0,72,1,False
